Index_Sinistre;Annee;Age_assure;Sexe_assure;Ind_fumeur;Emploi_assure;Statut_marital;Nbre_enfants;Exp_cond;km_annuel;Ind_util_travail;Ind_util_affaires;Score_credit;Region;Age_police;Ind_occas;Ind_vehicule_sport;Valeur_vehicule;Age_vehicule;Couleur_vehicule;Ind_vehicule_loue;Nbre_infract;Temps_sn_sin;Nbre_sinistres;Montant_paye
1488;2005;53;H;Non;GOU;M;1;37;31000;Oui;Non;558;ES;25;Non;Non;25000;5;B;Non;0;5;1;1614
1489;2005;36;H;Non;MAN;M;1;20;17600;Oui;Non;923;ML;13;Non;Non;22000;0;G;Oui;0;6;1;1044
1490;2005;43;F;Oui;ASS;M;0;27;50200;Oui;Non;568;ES;16;Non;Non;33000;5;R;Non;0;6;1;3165
1491;2005;26;H;Non;MAN;F;0;10;36600;Oui;Non;648;OU;6;Oui;Non;32000;4;B;Non;0;6;1;4307
1492;2005;35;H;Oui;ASS;A;1;19;29700;Oui;Oui;784;ES;18;Non;Non;29000;6;G;Non;0;6;1;2948
1493;2005;57;F;Oui;RTR;F;1;41;31300;Non;Non;526;GA;32;Non;Non;10000;6;R;Non;0;6;1;1316
1494;2005;30;H;Non;ASS;M;0;14;43400;Oui;Non;859;MA;8;Oui;Non;28000;1;R;Non;0;6;1;1673
1495;2005;32;H;Oui;ETU;F;0;16;29400;Non;Non;585;ML;11;Non;Non;10000;11;A;Non;0;0;1;620
1496;2005;54;F;Non;RTR;D;1;37;39800;Non;Non;745;QC;24;Oui;Oui;48000;0;N;Non;0;4;1;4785
1497;2005;20;H;Oui;ETU;A;0;4;10100;Non;Non;818;OU;2;Non;Non;26000;11;B;Non;0;6;1;1803
1498;2005;75;F;Non;RTR;M;4;59;41200;Non;Non;618;GA;38;Oui;Non;23000;6;N;Non;0;1;1;1194
1499;2005;17;F;Non;ETU;A;0;1;35800;Non;Non;734;GA;0;Non;Non;45000;12;G;Non;0;2;1;4196
1500;2005;26;F;Non;MED;F;1;10;21500;Oui;Non;669;ES;7;Non;Non;33000;3;A;Non;0;6;1;3288
1501;2005;40;F;Non;SNS;F;0;21;40300;Non;Non;813;ML;13;Oui;Non;41000;9;G;Non;0;6;1;2154
1502;2005;19;F;Oui;ETU;A;0;3;11400;Non;Non;675;MA;2;Non;Non;27000;12;A;Non;0;6;1;2305
1503;2005;22;F;Non;SNS;F;0;6;15200;Non;Non;575;GA;4;Non;Non;27000;9;R;Non;0;6;1;3391
1504;2005;18;H;Non;ETU;A;0;0;9800;Non;Non;738;GA;0;Non;Non;33000;11;G;Non;0;6;1;3682
1505;2005;72;H;Oui;RTR;F;2;55;29700;Non;Non;294;SA;41;Oui;Non;27000;1;N;Non;0;6;1;3879
1506;2005;19;F;Non;ETU;A;0;2;8800;Oui;Non;684;OU;1;Non;Non;43000;10;R;Non;0;6;1;3805
1507;2005;57;H;Non;PRO;F;2;35;14900;Non;Oui;737;ML;15;Oui;Non;32000;2;A;Oui;0;6;1;4032
1508;2005;47;F;Oui;PRO;F;2;31;7200;Oui;Oui;699;GA;21;Oui;Non;28000;4;B;Oui;0;6;1;6577
1509;2005;38;F;Non;AUT;M;1;22;25400;Non;Oui;491;OU;15;Oui;Non;23000;2;R;Oui;0;6;1;7533
1510;2005;51;H;Non;ASS;F;1;34;16100;Non;Non;941;SA;17;Oui;Non;20000;2;B;Non;0;6;1;980
1511;2005;57;H;Non;RTR;A;2;41;27800;Non;Non;691;MA;24;Oui;Oui;68000;0;R;Oui;0;6;1;6876
1512;2005;75;F;Oui;RTR;M;0;58;7500;Non;Non;694;OU;34;Non;Non;40000;2;R;Oui;0;6;1;2498
1513;2005;48;H;Non;MAN;A;0;32;8000;Oui;Non;583;GA;17;Non;Non;10000;8;A;Non;0;6;1;1003
1514;2005;53;F;Non;RTR;F;3;37;17800;Non;Non;734;ML;14;Oui;Non;19000;10;A;Non;0;6;1;946
1515;2005;77;H;Oui;AUT;M;1;55;14400;Oui;Non;729;ML;35;Oui;Non;27000;0;N;Oui;0;6;1;1540
1516;2005;75;F;Non;RTR;A;1;59;4800;Non;Non;573;GA;50;Oui;Non;19000;2;R;Non;0;6;1;1599
1517;2005;19;F;Non;AUT;A;0;2;21100;Non;Non;676;ES;1;Non;Non;32000;4;B;Oui;0;6;1;3371
1518;2005;26;F;Non;MAN;F;1;9;9400;Non;Non;605;GA;6;Oui;Oui;64000;0;N;Oui;1;0;1;13272
1519;2005;88;H;Oui;RTR;M;0;70;35400;Non;Non;655;QC;49;Oui;Non;24000;2;N;Non;0;6;1;1433
1520;2005;45;H;Non;ASS;M;2;20;51800;Non;Non;552;MA;18;Oui;Non;34000;1;A;Oui;0;6;1;3216
1521;2005;79;H;Non;RTR;A;2;63;3900;Non;Non;647;ES;28;Oui;Oui;51000;0;G;Oui;0;6;1;4993
1522;2005;26;F;Non;MAN;M;1;10;28100;Non;Non;648;GA;8;Oui;Oui;52000;2;R;Oui;0;6;1;9261
1523;2005;33;H;Oui;ASS;F;1;17;9700;Oui;Non;608;MA;8;Oui;Oui;59000;1;N;Oui;0;6;1;6639
1524;2005;57;H;Non;RTR;F;0;36;49800;Non;Non;672;ML;23;Oui;Non;17000;1;N;Non;2;0;1;1222
1525;2005;71;H;Non;RTR;F;1;55;34400;Non;Non;534;SA;38;Oui;Non;25000;4;B;Non;0;6;1;2287
1526;2005;23;H;Non;ETU;A;0;7;28900;Oui;Non;542;QC;4;Non;Non;39000;6;N;Non;0;6;1;3791
1527;2005;46;H;Oui;MAN;M;0;30;28500;Oui;Non;616;ML;16;Non;Oui;64000;3;G;Non;0;4;1;3328
1528;2005;28;H;Oui;MAN;D;0;11;34900;Oui;Non;642;ES;3;Oui;Non;11000;2;A;Non;0;5;1;1506
1529;2005;39;F;Oui;GOU;A;0;23;40900;Non;Non;600;ES;18;Non;Non;28000;1;R;Non;0;6;1;2756
1530;2005;21;F;Oui;ETU;F;0;3;27800;Oui;Non;609;SA;1;Oui;Non;31000;12;G;Non;0;6;1;3530
1531;2005;26;H;Non;SNS;M;3;9;24000;Non;Non;715;OU;6;Oui;Non;26000;10;G;Non;0;6;1;2231
1532;2005;18;H;Oui;ETU;F;0;0;11300;Oui;Non;774;ML;0;Non;Non;26000;12;N;Non;0;1;1;2061
1533;2005;32;F;Oui;GOU;M;2;16;5500;Oui;Non;629;ES;11;Non;Oui;45000;2;N;Oui;0;6;1;9356
1534;2005;16;F;Oui;SNS;M;0;0;19100;Non;Non;572;SA;0;Non;Non;41000;11;B;Non;1;6;1;4497
1535;2005;41;F;Non;PRO;A;2;25;23700;Non;Oui;632;ES;6;Non;Non;24000;4;A;Non;1;6;1;4696
1536;2005;24;H;Non;ETU;A;0;8;9800;Oui;Non;646;OU;6;Non;Non;24000;4;B;Oui;0;6;1;3169
1537;2005;89;H;Non;RTR;F;0;68;14800;Non;Non;626;ML;57;Oui;Non;31000;3;R;Oui;0;6;1;1872
1538;2005;31;F;Non;PRO;M;1;14;1400;Non;Non;511;ML;7;Non;Non;34000;2;B;Oui;1;5;1;4017
1539;2005;29;F;Non;AUT;F;1;13;5900;Oui;Non;674;ML;7;Oui;Non;11000;3;B;Oui;0;3;1;1634
1540;2005;17;F;Non;ETU;M;0;1;30300;Oui;Non;798;ML;0;Oui;Non;40000;11;N;Non;0;1;1;2275
1541;2005;54;F;Non;MAN;F;0;38;15000;Oui;Non;612;ML;15;Oui;Non;39000;3;R;Oui;0;6;1;3525
1542;2005;57;F;Oui;AUT;M;2;41;38900;Oui;Non;720;MA;28;Oui;Non;18000;10;G;Non;0;0;1;1176
1543;2005;58;F;Non;AUT;M;1;35;37300;Non;Non;666;QC;26;Oui;Non;20000;0;G;Oui;0;4;1;2131
1544;2005;62;H;Oui;MED;F;1;46;45300;Non;Non;808;SA;36;Non;Non;41000;3;A;Non;0;6;1;2277
1545;2005;45;H;Non;ASS;M;3;29;21900;Oui;Non;839;GA;20;Oui;Non;19000;1;B;Oui;0;6;1;1686
1546;2005;32;H;Non;ASS;F;2;16;19600;Oui;Oui;758;ES;14;Oui;Non;30000;2;B;Oui;0;6;1;4550
1547;2005;53;F;Non;RTR;F;0;37;7400;Non;Non;940;ES;12;Non;Non;33000;9;A;Non;0;6;1;1239
1548;2005;69;H;Oui;RTR;M;1;51;41800;Non;Non;905;OU;48;Oui;Non;18000;5;A;Non;0;6;1;764
1549;2005;84;F;Non;RTR;F;0;63;21400;Non;Non;689;ES;34;Oui;Non;35000;1;N;Oui;0;6;1;1793
1550;2005;25;F;Non;MAN;F;1;9;63800;Oui;Non;446;GA;5;Oui;Oui;56000;0;R;Oui;1;6;1;18093
1551;2005;38;F;Oui;PRO;F;0;22;28100;Oui;Non;620;ML;15;Non;Oui;56000;2;N;Non;0;6;1;5331
1552;2005;46;H;Oui;PRO;D;1;30;21700;Oui;Non;717;MA;25;Non;Non;25000;0;N;Non;0;6;1;1820
1553;2005;26;H;Non;GOU;F;1;10;24800;Oui;Non;639;ES;7;Non;Non;27000;0;A;Oui;0;6;1;2985
1554;2005;17;H;Non;SNS;M;1;0;14600;Non;Non;659;MA;0;Oui;Non;17000;8;R;Non;0;6;1;2372
1555;2005;42;H;Non;MED;A;2;25;36200;Non;Non;643;ML;16;Oui;Non;35000;4;B;Non;0;6;1;2193
1556;2005;30;F;Non;ASS;M;2;14;24300;Non;Oui;777;QC;10;Non;Non;29000;4;R;Non;0;6;1;5352
1557;2005;69;F;Non;RTR;M;2;53;31100;Non;Non;709;ML;26;Oui;Non;43000;7;B;Non;0;6;1;2037
1558;2005;22;F;Non;ETU;A;0;6;8300;Oui;Non;603;QC;4;Non;Non;10000;5;R;Oui;0;5;1;1978
1559;2005;44;F;Oui;ASS;F;1;27;36400;Non;Oui;635;ES;25;Oui;Non;21000;7;N;Non;1;6;1;3312
1560;2005;49;H;Oui;AUT;D;1;33;12800;Oui;Non;675;GA;33;Oui;Oui;62000;0;R;Oui;0;1;1;6888
1561;2005;85;H;Oui;RTR;M;2;69;24800;Non;Non;681;ES;34;Oui;Non;33000;3;N;Oui;0;6;1;2325
1562;2005;16;F;Non;SNS;M;2;0;30100;Non;Non;822;QC;0;Non;Non;13000;5;R;Oui;0;3;1;1516
1563;2005;29;F;Non;MAN;M;3;13;6600;Non;Non;705;ML;10;Oui;Oui;49000;0;R;Oui;0;6;1;7648
1564;2005;21;H;Non;ETU;A;0;0;29900;Oui;Non;583;ML;0;Non;Non;20000;10;N;Non;1;0;1;1792
1565;2005;51;H;Non;AUT;F;1;35;44600;Non;Oui;594;OU;31;Non;Non;25000;6;R;Non;0;6;1;3248
1566;2005;47;H;Non;ASS;M;1;31;38600;Oui;Oui;977;SA;21;Oui;Non;20000;9;R;Non;0;6;1;1584
1567;2005;22;H;Non;ETU;D;0;5;12700;Non;Non;448;SA;2;Oui;Oui;43000;4;R;Oui;0;3;1;12524
1568;2005;16;H;Oui;ETU;A;1;0;10500;Non;Non;608;MA;0;Non;Non;23000;10;B;Non;0;6;1;2861
1569;2005;67;H;Non;RTR;A;0;45;23500;Non;Non;750;MA;9;Non;Oui;39000;0;R;Oui;0;1;1;3676
1570;2005;32;F;Non;GOU;F;1;11;40000;Non;Non;651;ES;5;Oui;Non;12000;2;R;Non;0;6;1;1693
1571;2005;27;H;Non;GOU;A;1;11;9000;Oui;Non;617;GA;7;Non;Non;33000;2;G;Oui;0;3;1;3672
1572;2005;65;H;Non;RTR;F;0;48;19300;Non;Non;540;MA;31;Oui;Non;17000;3;G;Oui;0;6;1;1451
1573;2005;62;F;Oui;ASS;M;1;46;17000;Non;Oui;677;SA;25;Oui;Non;19000;2;G;Non;0;6;1;2767
1574;2005;26;F;Non;PRO;A;0;5;4900;Oui;Non;600;ML;4;Non;Non;44000;4;R;Non;0;6;1;4594
1575;2005;27;H;Non;ASS;A;1;11;11800;Non;Non;543;SA;6;Non;Non;30000;8;R;Non;1;6;1;2770
1576;2005;86;F;Non;RTR;F;0;70;26100;Non;Non;783;SA;56;Oui;Non;15000;5;R;Oui;0;6;1;743
1577;2005;78;H;Non;RTR;F;0;54;55200;Non;Non;546;ES;18;Oui;Non;14000;2;R;Oui;0;6;1;1373
1578;2005;42;F;Non;GOU;M;1;26;12300;Oui;Non;578;ML;6;Oui;Non;16000;2;B;Oui;1;4;1;1703
1579;2005;50;H;Oui;SNS;D;3;29;18100;Non;Non;636;MA;18;Non;Oui;45000;2;R;Non;0;6;1;4313
1580;2005;69;F;Non;RTR;F;0;53;9700;Non;Non;496;ML;45;Non;Non;40000;4;G;Oui;0;4;1;2528
1581;2005;33;F;Oui;MED;M;1;17;37800;Oui;Non;627;MA;11;Non;Non;25000;3;R;Oui;0;6;1;3370
1582;2005;84;H;Non;AUT;M;0;68;27800;Oui;Non;580;ES;34;Oui;Non;33000;4;N;Oui;1;4;1;3243
1583;2005;21;F;Non;ETU;A;0;5;31300;Oui;Non;702;SA;2;Non;Non;27000;11;R;Non;0;4;1;2589
1584;2005;53;F;Non;RTR;D;2;36;40500;Non;Non;591;GA;28;Oui;Non;39000;1;R;Oui;0;5;1;5193
1585;2005;60;H;Non;MED;F;2;39;13900;Oui;Non;513;GA;25;Oui;Non;28000;9;G;Non;0;1;1;2399
1586;2005;72;H;Oui;RTR;F;3;56;21300;Non;Non;657;ML;30;Oui;Non;10000;4;B;Oui;0;6;1;1058
1587;2005;45;F;Oui;PRO;D;0;29;22600;Oui;Non;658;ES;13;Oui;Oui;43000;1;G;Non;0;1;1;4895
1588;2005;42;F;Non;PRO;D;1;20;24700;Oui;Oui;545;ML;10;Oui;Non;10000;3;A;Oui;0;6;1;3396
1589;2005;32;H;Non;AUT;F;1;16;35100;Oui;Non;557;GA;10;Oui;Non;29000;3;N;Oui;0;4;1;3301
1590;2005;54;F;Oui;RTR;F;2;38;29000;Non;Non;673;ES;30;Non;Non;18000;2;A;Non;0;6;1;1501
1591;2005;57;H;Oui;ASS;F;1;41;36600;Oui;Non;504;MA;32;Oui;Non;32000;2;A;Non;0;6;1;3055
1592;2005;72;H;Oui;RTR;D;1;55;21600;Non;Non;658;SA;30;Non;Oui;52000;1;N;Oui;0;6;1;5458
1593;2005;30;H;Non;AUT;M;0;14;19200;Non;Oui;750;QC;8;Non;Non;25000;2;B;Non;0;6;1;2250
1594;2005;49;H;Non;AUT;M;1;33;42000;Non;Non;656;QC;26;Oui;Non;19000;3;G;Oui;0;6;1;1572
1595;2005;27;H;Non;GOU;M;0;11;23200;Oui;Non;480;GA;5;Oui;Non;32000;5;R;Non;0;6;1;2411
1596;2005;45;H;Non;ASS;F;0;28;62800;Non;Non;560;ML;21;Non;Non;25000;0;B;Non;0;6;1;1627
1597;2005;48;H;Non;ETU;M;2;29;9600;Oui;Non;718;ES;17;Oui;Non;26000;10;R;Non;0;6;1;1225
1598;2005;36;H;Non;PRO;F;0;18;44900;Oui;Oui;535;ML;11;Non;Non;35000;1;G;Non;0;6;1;4365
1599;2005;28;F;Non;ASS;M;2;12;23200;Non;Oui;733;SA;9;Oui;Non;27000;2;B;Non;0;1;1;4778
1600;2005;20;H;Oui;SNS;A;0;4;22700;Non;Non;793;ML;2;Non;Non;28000;10;B;Non;1;0;1;1657
1601;2005;39;H;Oui;ASS;M;0;22;28400;Oui;Non;744;ES;15;Non;Non;25000;2;A;Non;0;2;1;1580
1602;2005;26;H;Oui;MAN;F;1;10;17900;Oui;Non;747;GA;5;Non;Oui;46000;2;G;Non;0;6;1;4503
1603;2005;65;F;Non;RTR;D;0;49;35400;Non;Non;689;ES;29;Oui;Oui;41000;2;R;Non;0;6;1;4134
1604;2005;32;H;Non;ETU;F;1;16;9800;Non;Non;697;GA;12;Oui;Non;28000;11;A;Non;0;6;1;1934
1605;2005;30;H;Oui;PRO;A;2;13;37900;Non;Oui;687;MA;9;Non;Non;14000;5;G;Non;0;3;1;2238
1606;2005;31;F;Oui;GOU;A;0;15;19100;Oui;Non;406;MA;9;Non;Non;23000;4;N;Non;0;6;1;3482
1607;2005;39;F;Oui;ETU;A;1;22;10400;Non;Non;897;MA;11;Non;Non;44000;11;R;Non;0;6;1;2555
1608;2005;49;H;Non;MAN;F;1;33;29200;Oui;Non;646;QC;26;Oui;Non;30000;7;A;Non;0;6;1;1956
1609;2005;27;H;Non;GOU;F;0;11;26700;Oui;Non;742;GA;6;Non;Non;10000;1;G;Non;0;6;1;1175
1610;2005;88;H;Non;RTR;F;1;72;13000;Non;Non;832;OU;50;Non;Non;21000;7;N;Non;0;6;1;877
1611;2005;17;H;Non;ETU;A;0;1;30900;Non;Non;598;SA;0;Non;Non;28000;12;R;Non;0;5;1;4214
1612;2005;18;H;Non;ETU;A;0;2;27700;Non;Non;685;SA;1;Non;Non;37000;12;N;Non;0;3;1;3571
1613;2005;68;F;Oui;RTR;F;1;50;16000;Non;Non;842;QC;27;Non;Non;35000;0;B;Non;0;6;1;2081
1614;2005;37;H;Non;AUT;A;1;21;30800;Oui;Oui;736;SA;14;Non;Non;35000;9;R;Non;0;6;1;3801
1615;2005;35;F;Non;GOU;F;1;19;9400;Non;Non;661;ES;13;Oui;Non;31000;9;R;Non;0;6;1;2466
1616;2005;34;F;Non;GOU;F;2;18;10200;Oui;Non;507;SA;11;Oui;Non;30000;1;G;Oui;0;6;1;6408
1617;2005;76;F;Oui;RTR;F;1;60;47800;Non;Non;565;GA;42;Oui;Non;16000;0;R;Oui;0;0;1;1659
1618;2005;86;F;Non;RTR;M;2;70;35500;Non;Non;772;ES;49;Oui;Non;26000;2;N;Oui;0;6;1;1132
1619;2005;53;H;Oui;MAN;F;2;37;36700;Non;Non;469;SA;25;Oui;Non;25000;3;A;Non;0;6;1;3044
1620;2005;58;F;Non;GOU;F;1;42;8200;Non;Non;789;SA;18;Oui;Non;14000;2;A;Oui;0;6;1;1548
1621;2005;25;H;Non;PRO;A;1;9;29200;Non;Oui;722;GA;8;Non;Non;24000;4;R;Oui;0;6;1;4405
1622;2005;37;F;Non;MAN;F;0;21;41200;Oui;Non;889;GA;21;Oui;Non;33000;7;B;Non;0;2;1;2607
1623;2005;44;F;Non;GOU;M;1;28;22900;Non;Non;461;ES;11;Non;Non;29000;0;G;Non;0;6;1;3538
1624;2005;19;F;Non;SNS;M;1;3;29100;Non;Non;719;ES;3;Oui;Non;44000;6;B;Non;0;6;1;3887
1625;2005;41;F;Oui;ASS;A;0;25;8600;Non;Non;220;SA;17;Non;Non;14000;6;G;Non;0;6;1;2020
1626;2005;31;F;Oui;MAN;D;2;15;40800;Oui;Non;566;ES;9;Oui;Non;34000;2;B;Oui;0;6;1;5349
1627;2005;51;H;Non;PRO;F;2;34;3200;Oui;Non;786;ES;20;Oui;Non;31000;4;N;Oui;0;6;1;2318
1628;2005;57;F;Oui;SNS;M;1;41;16200;Non;Non;582;ES;24;Oui;Non;31000;12;A;Non;0;6;1;2746
1629;2005;66;F;Oui;RTR;M;1;50;26800;Non;Non;561;OU;40;Oui;Non;31000;5;G;Oui;0;6;1;2992
1630;2005;42;H;Non;AUT;F;2;19;45700;Oui;Non;723;ML;11;Non;Non;32000;4;B;Oui;1;6;1;2065
1631;2005;21;F;Non;ETU;A;0;5;31200;Oui;Non;573;SA;4;Non;Non;29000;4;R;Oui;0;1;1;4542
1632;2005;31;F;Non;AUT;M;2;7;2700;Non;Oui;592;GA;4;Non;Non;22000;5;G;Oui;0;6;1;6333
1633;2005;34;H;Oui;PRO;A;1;18;18400;Oui;Non;941;SA;10;Non;Non;14000;1;G;Non;0;6;1;739
1634;2005;47;H;Oui;PRO;A;0;30;10500;Oui;Non;718;ML;24;Non;Oui;43000;0;G;Oui;0;6;1;2880
1635;2005;20;F;Non;ETU;A;0;4;10000;Oui;Non;655;SA;2;Non;Non;31000;12;N;Non;0;6;1;2644
1636;2005;34;F;Oui;MED;M;1;18;15900;Oui;Non;676;MA;9;Non;Non;21000;1;B;Non;0;6;1;1984
1637;2005;39;F;Non;GOU;F;0;23;18500;Oui;Non;485;QC;18;Oui;Non;29000;0;B;Oui;0;4;1;4549
1638;2005;47;H;Non;AUT;F;1;30;14000;Non;Non;775;ES;22;Oui;Non;14000;3;N;Oui;0;6;1;826
1639;2005;87;F;Non;RTR;M;2;71;13000;Non;Non;529;SA;56;Oui;Oui;40000;0;R;Oui;0;6;1;4946
1640;2005;41;H;Oui;ASS;M;2;25;25900;Oui;Non;957;SA;11;Oui;Non;13000;3;N;Non;0;6;1;772
1641;2005;50;H;Oui;PRO;M;0;34;41000;Oui;Non;661;ES;25;Oui;Non;18000;2;R;Non;0;6;1;1074
1642;2005;24;H;Non;ETU;F;0;8;27500;Non;Non;537;QC;4;Oui;Non;24000;7;R;Non;0;6;1;2970
1643;2005;40;H;Non;AUT;M;0;22;30900;Oui;Non;613;OU;14;Oui;Non;49000;3;G;Non;0;6;1;3772
1644;2005;68;H;Non;RTR;M;0;49;32300;Non;Non;576;ML;44;Oui;Non;29000;6;A;Non;0;6;1;1201
1645;2005;70;F;Non;RTR;M;1;54;45100;Non;Non;657;QC;40;Oui;Non;25000;0;N;Non;0;6;1;1555
1646;2005;55;H;Oui;SNS;F;0;39;26100;Non;Non;601;MA;21;Non;Non;16000;7;A;Non;0;6;1;1066
1647;2005;18;H;Oui;ETU;A;0;2;9500;Non;Non;624;SA;1;Non;Non;24000;12;R;Non;0;1;1;2681
1648;2005;82;H;Oui;RTR;M;1;66;39900;Non;Non;437;GA;59;Oui;Non;37000;2;N;Oui;0;6;1;3842
1649;2005;17;F;Non;ETU;F;0;0;32400;Oui;Non;659;QC;0;Oui;Non;31000;12;R;Non;0;5;1;3865
1650;2005;29;H;Non;PRO;F;0;13;32100;Oui;Oui;350;ML;7;Oui;Non;21000;5;N;Oui;0;6;1;4409
1651;2005;58;H;Non;GOU;F;4;42;40600;Oui;Non;615;ES;37;Non;Oui;46000;2;B;Non;0;3;1;5184
1652;2005;16;F;Non;ETU;A;0;0;11100;Oui;Non;555;QC;0;Non;Non;39000;9;A;Non;0;3;1;4468
1653;2005;48;F;Oui;PRO;F;0;31;33400;Oui;Non;814;GA;17;Non;Non;20000;5;R;Non;0;3;1;1611
1654;2005;25;F;Non;MED;F;0;9;27800;Oui;Non;643;QC;4;Oui;Non;30000;3;R;Oui;0;6;1;4220
1655;2005;87;H;Oui;RTR;M;0;66;26100;Non;Non;703;MA;23;Oui;Non;20000;8;G;Non;0;6;1;824
1656;2005;54;H;Oui;MED;M;1;33;29700;Non;Non;727;ES;28;Oui;Non;27000;3;N;Non;0;6;1;1707
1657;2005;43;F;Oui;MED;D;1;27;18400;Oui;Non;910;ES;12;Oui;Non;18000;5;B;Oui;0;5;1;1267
1658;2005;31;H;Non;GOU;F;1;14;44200;Oui;Non;578;OU;12;Oui;Non;30000;3;G;Non;0;5;1;2774
1659;2005;24;F;Non;ETU;F;2;8;28700;Oui;Non;683;SA;3;Oui;Non;19000;9;R;Non;0;6;1;2384
1660;2005;25;H;Non;GOU;A;1;9;39800;Oui;Non;475;SA;5;Non;Non;26000;3;N;Oui;0;6;1;4446
1661;2005;16;H;Non;ETU;A;0;0;28600;Oui;Non;590;GA;0;Non;Oui;40000;2;N;Oui;0;6;1;10223
1662;2005;33;F;Non;MAN;D;0;17;18200;Oui;Non;596;MA;13;Non;Non;49000;11;R;Non;0;6;1;5464
1663;2005;49;F;Oui;ASS;F;1;33;29000;Non;Non;620;GA;21;Oui;Non;40000;6;R;Non;0;6;1;3779
1664;2005;63;H;Oui;MAN;D;2;47;36300;Oui;Non;692;SA;35;Oui;Non;32000;0;R;Non;0;1;1;2201
1665;2005;38;F;Non;MAN;F;2;21;41700;Non;Non;669;QC;16;Oui;Non;22000;5;A;Oui;0;3;1;2733
1666;2005;33;F;Non;GOU;F;1;16;36700;Oui;Non;700;SA;6;Oui;Non;24000;3;A;Non;0;6;1;2314
1667;2005;75;H;Oui;RTR;D;0;59;49100;Non;Non;936;GA;56;Non;Oui;55000;3;G;Oui;0;6;1;2970
1668;2005;30;H;Non;MAN;F;3;14;39800;Oui;Non;579;ML;9;Oui;Non;28000;3;G;Oui;0;4;1;2749
1669;2005;73;H;Oui;RTR;M;2;56;38600;Non;Non;609;ES;39;Oui;Non;17000;1;N;Oui;0;6;1;1226
1670;2005;17;F;Non;ETU;A;0;1;29600;Non;Non;501;QC;0;Non;Non;31000;10;R;Non;0;6;1;3528
1671;2005;33;H;Non;PRO;F;2;14;38700;Oui;Oui;740;OU;11;Non;Non;22000;7;N;Non;0;6;1;2435
1672;2005;55;H;Oui;MAN;M;1;39;16400;Non;Non;645;GA;23;Oui;Non;15000;12;R;Non;0;6;1;973
1673;2005;44;F;Oui;PRO;F;4;28;32900;Oui;Oui;518;QC;22;Oui;Non;41000;7;N;Non;0;3;1;9001
1674;2005;23;F;Non;ETU;F;0;5;13400;Non;Non;640;SA;3;Non;Non;43000;11;A;Non;1;6;1;3566
1675;2005;36;F;Oui;AUT;A;4;20;42200;Oui;Oui;616;ML;11;Non;Non;32000;2;G;Non;0;6;1;5255
1676;2005;25;H;Oui;GOU;A;1;9;16800;Oui;Non;657;SA;6;Non;Non;10000;9;N;Non;0;6;1;1468
1677;2005;18;F;Oui;ETU;A;0;0;30200;Non;Non;646;ML;0;Non;Non;13000;8;R;Non;0;5;1;1053
1678;2005;42;H;Non;MAN;A;0;26;8500;Non;Non;608;GA;22;Non;Non;30000;3;G;Oui;0;6;1;2704
1679;2005;21;H;Non;AUT;F;1;1;35900;Oui;Non;850;GA;0;Non;Non;15000;4;R;Oui;0;6;1;1895
1680;2005;27;H;Non;GOU;F;1;5;19800;Oui;Non;614;SA;3;Oui;Non;10000;10;R;Non;1;6;1;1250
1681;2005;16;H;Oui;ETU;A;0;0;11200;Non;Non;577;SA;0;Non;Non;12000;10;A;Non;0;0;1;2314
1682;2005;39;F;Non;PRO;F;0;18;27900;Oui;Oui;709;ML;12;Non;Non;31000;0;N;Non;0;6;1;4366
1683;2005;24;F;Non;ETU;F;0;7;13500;Oui;Non;771;ES;5;Oui;Non;37000;10;R;Non;0;6;1;3017
1684;2005;27;H;Non;MAN;M;1;11;22100;Oui;Non;475;ES;8;Non;Oui;50000;0;G;Oui;0;4;1;7648
1685;2005;43;F;Non;AUT;F;1;25;10100;Oui;Oui;571;ES;18;Oui;Non;25000;5;G;Oui;0;4;1;6068
1686;2005;36;H;Oui;ASS;A;0;20;22400;Oui;Oui;556;ML;14;Non;Non;26000;1;R;Non;0;6;1;3059
1687;2005;48;H;Oui;ASS;M;1;32;25300;Oui;Non;803;GA;25;Oui;Non;33000;1;G;Non;0;6;1;2106
1688;2005;37;F;Oui;AUT;M;1;19;13700;Oui;Oui;572;MA;14;Non;Non;29000;0;R;Oui;0;6;1;6698
1689;2005;34;H;Oui;GOU;A;1;17;19300;Oui;Non;590;ML;11;Non;Non;10000;3;A;Non;0;2;1;938
1690;2005;44;F;Oui;MED;M;1;27;17000;Oui;Non;656;ML;21;Oui;Non;35000;1;A;Non;0;5;1;2826
1691;2005;44;F;Non;ASS;F;2;28;18100;Oui;Non;897;GA;19;Oui;Non;24000;3;R;Oui;0;4;1;2024
1692;2005;40;H;Oui;PRO;F;2;24;3600;Non;Non;646;ML;15;Oui;Non;38000;2;B;Oui;0;6;1;3306
1693;2005;58;H;Non;AUT;A;1;42;34900;Non;Oui;649;GA;35;Oui;Oui;55000;6;N;Non;0;6;1;7856
1694;2005;33;H;Non;ASS;F;0;17;15500;Oui;Non;597;GA;8;Oui;Non;38000;6;A;Non;0;6;1;2766
1695;2005;21;F;Non;ETU;F;1;5;9700;Oui;Non;609;SA;2;Non;Non;26000;3;R;Oui;0;6;1;3571
1696;2005;72;H;Non;RTR;F;1;55;11400;Non;Non;413;GA;44;Non;Non;20000;1;N;Oui;0;2;1;2346
